,script_len,char_per_line,if_freq,false_freq,true_freq,whitesp_freq,lines_100,return_freq,var_freq,this_freq,toString_freq,eval_freq,comment_amount,words_count,vowel_freq,non_read_freq,scr_entropy,str_enc_freq,file_name
0,10175,10175.0,0.018356643356643356,0.0,0.0008741258741258741,0.010417690417690417,1.0,0.03583916083916084,0.051573426573426576,0.0,0.0026223776223776225,0.0,0,1144,0.10928746928746928,0.5587223587223588,5.588709459484564,0.06742014742014742,1113.txt
1,256698,256698.0,0.010545076488935096,0.0,0.0001113916530521313,0.005683721727477425,1.0,0.020533194712609535,0.015260656468141988,3.71305510173771e-05,0.0001113916530521313,3.71305510173771e-05,1,26932,0.0804564118146616,0.6478429905959532,5.215690142849835,0.07833329437705007,353.txt
2,3091,3091.0,0.027692307692307693,0.003076923076923077,0.003076923076923077,0.011323196376577159,1.0,0.04,0.06461538461538462,0.0,0.003076923076923077,0.0,0,325,0.1025558071821417,0.5739242963442251,5.537416374079543,0.06146878032999029,470.txt
3,3642,3642.0,0.023622047244094488,0.0,0.0026246719160104987,0.009610104338275673,1.0,0.03412073490813648,0.05511811023622047,0.0,0.0026246719160104987,0.0,0,381,0.10378912685337727,0.5722130697419,5.51016660914478,0.06040637012630423,1117.txt
4,25448,25448.0,0.005494505494505495,0.0,0.0,0.006405218484753223,1.0,0.01743908265647396,0.016961299569995224,0.0,0.000716674629718108,0.0,0,4186,0.06224457717698837,0.6651996227601383,4.855658658813129,0.14551241747878027,979.txt
5,615248,615248.0,0.014121273116115234,0.0,1.572524845892565e-05,0.0072101006423426,1.0,0.025380551012706,0.020741602717322935,4.717574537677695e-05,0.0002516039753428104,6.29009938357026e-05,1,63592,0.09152406834317219,0.6035338595168127,5.386254009164864,0.07055041219150651,61.txt
6,452795,452795.0,0.0033277870216306157,0.0,0.00010239344681940356,0.0007000960699654369,1.0,0.0017406885959298606,0.0030718034045821067,0.0,0.00012799180852425445,0.0,1,39065,0.14229176558928433,0.41080621473293655,5.809538289470082,0.03684227961881204,529.txt
7,87000,87000.0,0.0018432593910887942,0.0,0.0,0.004770114942528735,1.0,0.012140087713722748,0.007817962244962817,0.0,0.00019068200597470284,0.0,0,15733,0.05625287356321839,0.664183908045977,4.599002931845754,0.1675057471264368,301.txt
8,29227,29227.0,0.009800718719372754,0.0,0.0003266906239790918,0.0041400075272864136,1.0,0.014374387455080039,0.018621365566808233,0.0,0.0003266906239790918,0.0,0,3061,0.09005371745304,0.588189003318849,5.344405647783563,0.06760871796626407,573.txt
9,181510,181510.0,0.006021925986926759,0.0,0.0,0.0049088204506638755,1.0,0.02789644346080601,0.014257038447681301,0.0,5.146945287971589e-05,0.0,1,19429,0.10145446531871523,0.5923530384000881,5.4601725409306665,0.06486694947936752,1389.txt
